Time,VIB57,VIB58,VIB59
13:52:29:464,0.42,0.763,1.5194
13:52:29:468,0.418,0.761,1.525
13:52:29:472,0.4136,0.761,1.5238
13:52:29:476,0.4208,0.755,1.5198
13:52:29:480,0.4164,0.7542,1.5178
13:52:29:484,0.4192,0.755,1.5178
13:52:29:488,0.4212,0.751,1.5186
13:52:29:492,0.4224,0.7538,1.5162
13:52:29:496,0.4176,0.7526,1.5214
13:52:29:500,0.4196,0.7486,1.5154
13:52:29:503,0.4236,0.745,1.5206
13:52:29:507,0.414,0.7434,1.5154
13:52:29:511,0.4196,0.7466,1.5146
13:52:29:515,0.4168,0.743,1.5178
13:52:29:519,0.42,0.7466,1.5122
13:52:29:523,0.4208,0.7458,1.5134
13:52:29:527,0.4192,0.7462,1.5122
13:52:29:531,0.4184,0.7478,1.515
13:52:29:535,0.4176,0.7506,1.5222
13:52:29:539,0.4196,0.7474,1.5258
13:52:29:542,0.4216,0.753,1.5282
13:52:29:546,0.4216,0.7534,1.5266
13:52:29:550,0.4188,0.7534,1.5262
13:52:29:554,0.4188,0.7602,1.5238
13:52:29:558,0.4176,0.7574,1.5238
13:52:29:562,0.4204,0.7638,1.519
13:52:29:566,0.4184,0.769,1.5198
13:52:29:570,0.4168,0.769,1.519
13:52:29:574,0.42,0.767,1.5262
13:52:29:578,0.42,0.7682,1.5278
13:52:29:582,0.4168,0.7654,1.5322
13:52:29:585,0.416,0.7622,1.5322
13:52:29:589,0.416,0.759,1.5302
13:52:29:593,0.4168,0.757,1.5322
13:52:29:597,0.4216,0.7542,1.5342
13:52:29:601,0.4168,0.7518,1.5286
13:52:29:605,0.4196,0.7506,1.5314
13:52:29:609,0.4216,0.7486,1.5362
13:52:29:613,0.4204,0.7446,1.5314
13:52:29:617,0.4204,0.7446,1.5426
13:52:29:621,0.4188,0.7406,1.5434
13:52:29:625,0.4188,0.7402,1.5486
13:52:29:628,0.4176,0.7382,1.5486
13:52:29:632,0.4204,0.7382,1.5478
13:52:29:636,0.4204,0.735,1.5474
13:52:29:640,0.4204,0.7374,1.5374
13:52:29:644,0.4216,0.739,1.5338
13:52:29:648,0.422,0.7406,1.5338
13:52:29:652,0.4212,0.7446,1.5306
13:52:29:656,0.4212,0.7462,1.535
13:52:29:660,0.4188,0.7462,1.5298
13:52:29:664,0.4176,0.7502,1.529
13:52:29:667,0.4168,0.755,1.5246
13:52:29:671,0.4168,0.755,1.5178
13:52:29:675,0.4176,0.7558,1.5182
13:52:29:679,0.4164,0.7594,1.5206
13:52:29:683,0.4172,0.7594,1.5214
13:52:29:687,0.4216,0.7578,1.5266
13:52:29:691,0.4212,0.7598,1.5302
13:52:29:695,0.42,0.7562,1.5362
13:52:29:699,0.4184,0.7542,1.5398
13:52:29:703,0.4216,0.7526,1.5422
13:52:29:707,0.4172,0.749,1.5438
13:52:29:710,0.4184,0.7478,1.5478
13:52:29:714,0.416,0.7434,1.5462
13:52:29:718,0.4224,0.7474,1.5438
13:52:29:722,0.4204,0.7458,1.553
13:52:29:726,0.4192,0.7426,1.5466
13:52:29:730,0.4168,0.7446,1.5466
13:52:29:734,0.4204,0.741,1.5486
13:52:29:738,0.4188,0.7398,1.5486
13:52:29:742,0.4216,0.7422,1.5466
13:52:29:746,0.4216,0.7414,1.5482
13:52:29:750,0.4216,0.7446,1.543
13:52:29:753,0.4188,0.7462,1.5426
13:52:29:757,0.4184,0.7466,1.5374
13:52:29:761,0.418,0.751,1.5374
13:52:29:765,0.4188,0.7526,1.5318
13:52:29:769,0.4196,0.7514,1.5358
13:52:29:773,0.4188,0.7558,1.533
13:52:29:777,0.4204,0.7554,1.535
13:52:29:781,0.4164,0.7646,1.5278
13:52:29:785,0.4208,0.763,1.5242
13:52:29:789,0.4196,0.7658,1.5246
13:52:29:792,0.4192,0.7706,1.5346
13:52:29:796,0.4132,0.7582,1.5238
13:52:29:800,0.4252,0.7742,1.5386
13:52:29:804,0.408,0.7546,1.5278
13:52:29:808,0.4324,0.7678,1.5194
13:52:29:812,0.412,0.7562,1.5214
13:52:29:816,0.4224,0.7602,1.525
13:52:29:820,0.4216,0.7566,1.5198
13:52:29:824,0.424,0.7582,1.5294
13:52:29:828,0.4196,0.747,1.535
13:52:29:832,0.4244,0.7562,1.5398
13:52:29:835,0.4248,0.749,1.5354
13:52:29:839,0.4228,0.7482,1.5434
13:52:29:843,0.4216,0.7474,1.537
13:52:29:847,0.4212,0.7426,1.5406
13:52:29:851,0.418,0.7406,1.531
13:52:29:855,0.4188,0.7398,1.5362
13:52:29:859,0.4184,0.7378,1.5278
13:52:29:863,0.4224,0.7406,1.5254
13:52:29:867,0.4196,0.7386,1.5266
13:52:29:871,0.4192,0.7414,1.5154
13:52:29:875,0.4204,0.7434,1.5174
13:52:29:878,0.4172,0.7406,1.5102
13:52:29:882,0.4244,0.7466,1.5082
13:52:29:886,0.4224,0.7414,1.5062
13:52:29:890,0.4204,0.7426,1.505
13:52:29:894,0.4136,0.7478,1.5002
13:52:29:898,0.414,0.751,1.495
13:52:29:902,0.4064,0.7542,1.4938
13:52:29:906,0.4084,0.7586,1.4938
13:52:29:910,0.414,0.7582,1.493
13:52:29:914,0.4184,0.763,1.4978
13:52:29:917,0.422,0.761,1.505
13:52:29:921,0.4248,0.7626,1.513
13:52:29:925,0.4248,0.7598,1.5162
13:52:29:929,0.4284,0.7622,1.5226
13:52:29:933,0.4296,0.7614,1.5314
13:52:29:937,0.4256,0.765,1.5398
13:52:29:941,0.4204,0.7606,1.5458
13:52:29:945,0.4136,0.7594,1.5586
13:52:29:949,0.4076,0.7526,1.5602
13:52:29:953,0.41,0.753,1.5602
13:52:29:957,0.416,0.7526,1.5578
13:52:29:960,0.4208,0.7494,1.5566
13:52:29:964,0.4276,0.7458,1.5534
13:52:29:968,0.4336,0.7422,1.5566
13:52:29:972,0.434,0.7426,1.5586
13:52:29:976,0.4348,0.7426,1.5614
13:52:29:980,0.4304,0.7418,1.5598
13:52:29:984,0.428,0.7434,1.5518
13:52:29:988,0.4208,0.7434,1.5406
13:52:29:992,0.4136,0.7466,1.5246
13:52:29:996,0.4088,0.7466,1.519
13:52:30:000,0.4084,0.7478,1.5042
13:52:30:003,0.414,0.7506,1.5006
13:52:30:007,0.4216,0.7518,1.503
13:52:30:011,0.4248,0.7558,1.5006
13:52:30:015,0.4244,0.7546,1.5066
13:52:30:019,0.424,0.7578,1.505
13:52:30:023,0.422,0.7614,1.5066
13:52:30:027,0.4236,0.7646,1.5002
13:52:30:031,0.4152,0.7654,1.4962
13:52:30:035,0.4164,0.7678,1.4906
13:52:30:039,0.412,0.7674,1.4954
13:52:30:042,0.4108,0.7678,1.5006
13:52:30:046,0.4164,0.773,1.5086
13:52:30:050,0.4244,0.7698,1.5098
13:52:30:054,0.4072,0.7594,1.5206
13:52:30:058,0.4308,0.7654,1.5418
13:52:30:062,0.4224,0.7602,1.5478
13:52:30:066,0.4308,0.7638,1.549
13:52:30:070,0.42,0.7562,1.5466
13:52:30:074,0.4232,0.7574,1.5394
13:52:30:078,0.42,0.7534,1.5446
13:52:30:082,0.4216,0.7518,1.5402
13:52:30:085,0.4176,0.7454,1.5446
13:52:30:089,0.4108,0.7442,1.5374
13:52:30:093,0.4156,0.7406,1.537
13:52:30:097,0.418,0.739,1.5374
13:52:30:101,0.4168,0.7374,1.5322
13:52:30:105,0.4264,0.7358,1.533
13:52:30:109,0.4272,0.733,1.5274
13:52:30:113,0.4236,0.731,1.5266
13:52:30:117,0.4248,0.7318,1.5222
13:52:30:121,0.4232,0.7318,1.5154
13:52:30:125,0.4252,0.7358,1.5058
13:52:30:128,0.4176,0.7378,1.5102
13:52:30:132,0.418,0.7426,1.511
13:52:30:136,0.4152,0.743,1.5098
13:52:30:140,0.4176,0.7482,1.5206
13:52:30:144,0.4164,0.753,1.5314
13:52:30:148,0.4248,0.7522,1.5386
13:52:30:152,0.4196,0.7538,1.5402
13:52:30:156,0.422,0.7534,1.545
13:52:30:160,0.4204,0.7574,1.5482
13:52:30:164,0.4208,0.7598,1.545
13:52:30:167,0.4236,0.7574,1.543
13:52:30:171,0.4224,0.7614,1.5422
13:52:30:175,0.4208,0.7602,1.5418
13:52:30:179,0.4196,0.7598,1.5398
13:52:30:183,0.4204,0.7594,1.5454
13:52:30:187,0.4224,0.7554,1.5466
13:52:30:191,0.4228,0.7574,1.5474
13:52:30:195,0.4236,0.7518,1.549
13:52:30:199,0.4276,0.7526,1.5438
13:52:30:203,0.4276,0.753,1.5398
13:52:30:207,0.4252,0.751,1.5322
13:52:30:210,0.422,0.7546,1.5218
13:52:30:214,0.4268,0.7534,1.5158
13:52:30:218,0.422,0.749,1.5098
13:52:30:222,0.418,0.753,1.5046
13:52:30:226,0.4176,0.751,1.5066
13:52:30:230,0.4156,0.7506,1.505
13:52:30:234,0.4148,0.7506,1.5074
13:52:30:238,0.412,0.7474,1.5114
13:52:30:242,0.4144,0.749,1.5122
13:52:30:246,0.4168,0.7534,1.5138
13:52:30:250,0.4232,0.7542,1.511
13:52:30:253,0.4188,0.7562,1.521
13:52:30:257,0.4216,0.753,1.5182
13:52:30:261,0.4208,0.757,1.519
13:52:30:265,0.4216,0.7586,1.5214
13:52:30:269,0.4224,0.7574,1.5322
13:52:30:273,0.4144,0.7566,1.537
13:52:30:277,0.4224,0.7546,1.5394
13:52:30:281,0.4144,0.7558,1.5494
13:52:30:285,0.422,0.7546,1.549
13:52:30:289,0.4236,0.7554,1.5502
13:52:30:292,0.4236,0.7562,1.5558
13:52:30:296,0.4192,0.7518,1.5578
13:52:30:300,0.4248,0.7526,1.5342
13:52:30:304,0.4232,0.7526,1.5506
13:52:30:308,0.4172,0.7558,1.5482
13:52:30:312,0.4264,0.7554,1.5294
13:52:30:316,0.4216,0.7566,1.5246
13:52:30:320,0.4212,0.7562,1.5302
13:52:30:324,0.42,0.7598,1.5246
13:52:30:328,0.4256,0.7566,1.5178
13:52:30:332,0.416,0.7546,1.527
13:52:30:335,0.4184,0.7562,1.5238
13:52:30:339,0.4224,0.7514,1.5238
13:52:30:343,0.4208,0.7538,1.5222
13:52:30:347,0.4232,0.7498,1.5266
13:52:30:351,0.4188,0.7506,1.5198
13:52:30:355,0.4212,0.7498,1.525
13:52:30:359,0.4232,0.7494,1.5214
13:52:30:363,0.4204,0.7526,1.5298
13:52:30:367,0.4204,0.753,1.5278
13:52:30:371,0.4152,0.7526,1.5342
13:52:30:375,0.4176,0.7538,1.5286
13:52:30:378,0.4192,0.7514,1.543
13:52:30:382,0.414,0.7546,1.5426
13:52:30:386,0.4248,0.7514,1.5454
13:52:30:390,0.4196,0.753,1.5466
13:52:30:394,0.42,0.751,1.5462
13:52:30:398,0.418,0.7522,1.5434
13:52:30:402,0.4192,0.7562,1.5402
13:52:30:406,0.4248,0.7502,1.5294
13:52:30:410,0.418,0.7482,1.5266
13:52:30:414,0.4188,0.7522,1.5258
13:52:30:417,0.4248,0.7494,1.5158
13:52:30:421,0.4192,0.749,1.5062
13:52:30:425,0.4156,0.749,1.505
13:52:30:429,0.4164,0.749,1.5182
13:52:30:433,0.42,0.7494,1.5078
13:52:30:437,0.426,0.749,1.513
13:52:30:441,0.4116,0.7494,1.5102
13:52:30:445,0.4196,0.7466,1.521
13:52:30:449,0.4204,0.7478,1.5126
13:52:30:453,0.4132,0.7502,1.5118
13:52:30:457,0.4196,0.7446,1.5182
13:52:30:460,0.4172,0.7466,1.5098
13:52:30:464,0.4196,0.7478,1.523
13:52:30:468,0.42,0.7482,1.5274
13:52:30:472,0.4184,0.7514,1.527
13:52:30:476,0.4204,0.753,1.5366
13:52:30:480,0.418,0.757,1.5382
13:52:30:484,0.4176,0.7566,1.551
13:52:30:488,0.4228,0.757,1.557
13:52:30:492,0.4188,0.7698,1.5482
13:52:30:496,0.4196,0.763,1.5502
13:52:30:500,0.4184,0.7674,1.5522
13:52:30:503,0.414,0.7706,1.559
13:52:30:507,0.4228,0.7726,1.5474
13:52:30:511,0.4184,0.7682,1.5554
13:52:30:515,0.4168,0.7718,1.551
13:52:30:519,0.418,0.7674,1.5482
13:52:30:523,0.4192,0.769,1.5454
13:52:30:527,0.4212,0.7674,1.549
13:52:30:531,0.4164,0.7626,1.5414
13:52:30:535,0.4216,0.765,1.5378
13:52:30:539,0.416,0.759,1.5378
13:52:30:542,0.416,0.7602,1.527
13:52:30:546,0.4188,0.755,1.5266
13:52:30:550,0.416,0.7526,1.5206
13:52:30:554,0.416,0.7494,1.5206
13:52:30:558,0.4164,0.7462,1.5158
13:52:30:562,0.4168,0.745,1.5158
13:52:30:566,0.4188,0.747,1.5098
13:52:30:570,0.416,0.7462,1.5098
13:52:30:574,0.4188,0.749,1.517
13:52:30:578,0.4212,0.7446,1.5238
13:52:30:582,0.4172,0.7474,1.517
13:52:30:585,0.4232,0.745,1.525
13:52:30:589,0.4188,0.7474,1.531
13:52:30:593,0.4188,0.747,1.5262
13:52:30:597,0.4196,0.7518,1.5286
13:52:30:601,0.4184,0.7522,1.5302
13:52:30:605,0.4184,0.7574,1.5254
13:52:30:609,0.4184,0.7574,1.5222
13:52:30:613,0.4212,0.7634,1.523
13:52:30:617,0.4172,0.7666,1.5222
13:52:30:621,0.4196,0.7694,1.521
13:52:30:625,0.4168,0.7618,1.5274
13:52:30:628,0.4196,0.7674,1.5178
13:52:30:632,0.4168,0.7654,1.515
13:52:30:636,0.4184,0.765,1.5178
13:52:30:640,0.4136,0.7618,1.5142
13:52:30:644,0.4224,0.7654,1.5106
13:52:30:648,0.4168,0.763,1.5046
13:52:30:652,0.4188,0.763,1.5074
13:52:30:656,0.4232,0.7614,1.5122
13:52:30:660,0.4184,0.7598,1.5106
13:52:30:664,0.4148,0.7602,1.5162
13:52:30:667,0.4196,0.755,1.5186
13:52:30:671,0.4168,0.7542,1.5266
13:52:30:675,0.4212,0.7538,1.5322
13:52:30:679,0.4204,0.7466,1.5378
13:52:30:683,0.422,0.747,1.5374
13:52:30:687,0.42,0.7462,1.5402
13:52:30:691,0.4188,0.747,1.541
13:52:30:695,0.4196,0.745,1.5442
13:52:30:699,0.4188,0.7438,1.5418
13:52:30:703,0.4204,0.7422,1.5434
13:52:30:707,0.42,0.7434,1.5454
13:52:30:710,0.4188,0.747,1.5438
13:52:30:714,0.4212,0.7438,1.547
13:52:30:718,0.4224,0.7466,1.5394
13:52:30:722,0.4196,0.7474,1.537
13:52:30:726,0.4224,0.749,1.5378
13:52:30:730,0.416,0.753,1.5406
13:52:30:734,0.4244,0.7514,1.5346
13:52:30:738,0.4216,0.7518,1.5294
13:52:30:742,0.4148,0.7574,1.525
13:52:30:746,0.4196,0.7574,1.5178
13:52:30:750,0.4152,0.7566,1.513
13:52:30:753,0.4192,0.7658,1.5074
13:52:30:757,0.4188,0.7646,1.5026
13:52:30:761,0.4196,0.7614,1.5006
13:52:30:765,0.4192,0.767,1.503
13:52:30:769,0.4204,0.7638,1.5054
13:52:30:773,0.418,0.7674,1.5018
13:52:30:777,0.4184,0.7598,1.5078
13:52:30:781,0.4164,0.7634,1.5078
13:52:30:785,0.4172,0.763,1.5106
13:52:30:789,0.4188,0.7574,1.5114
13:52:30:792,0.418,0.7578,1.513
13:52:30:796,0.4236,0.755,1.5158
13:52:30:800,0.4212,0.757,1.5166
13:52:30:804,0.4244,0.7554,1.5286
13:52:30:808,0.4228,0.749,1.5278
13:52:30:812,0.4256,0.7498,1.5358
13:52:30:816,0.4236,0.749,1.5402
13:52:30:820,0.424,0.749,1.5354
13:52:30:824,0.4236,0.7454,1.5434
13:52:30:828,0.4208,0.7438,1.539
13:52:30:832,0.4244,0.7438,1.5458
13:52:30:835,0.424,0.7462,1.539
13:52:30:839,0.4248,0.7434,1.5374
13:52:30:843,0.4192,0.7426,1.5362
13:52:30:847,0.4196,0.7422,1.5394
13:52:30:851,0.4156,0.7466,1.527
13:52:30:855,0.42,0.7434,1.5302
13:52:30:859,0.4184,0.7438,1.5218
13:52:30:863,0.416,0.7462,1.5306
13:52:30:867,0.42,0.747,1.5238
13:52:30:871,0.4208,0.745,1.5206
13:52:30:875,0.4228,0.7458,1.5222
13:52:30:878,0.4204,0.747,1.5194
13:52:30:882,0.4244,0.7478,1.519
13:52:30:886,0.4268,0.7506,1.5174
13:52:30:890,0.4292,0.7482,1.5138
13:52:30:894,0.4296,0.749,1.5118
13:52:30:898,0.4196,0.7502,1.511
13:52:30:902,0.4184,0.7546,1.5066
13:52:30:906,0.4084,0.7518,1.5142
13:52:30:910,0.404,0.7542,1.5174
13:52:30:914,0.4056,0.7506,1.5238
13:52:30:917,0.4076,0.7502,1.5282
13:52:30:921,0.4172,0.7466,1.533
13:52:30:925,0.4276,0.747,1.5286
13:52:30:929,0.436,0.7446,1.5306
13:52:30:933,0.4352,0.749,1.5214
13:52:30:937,0.442,0.7534,1.5322
13:52:30:941,0.4232,0.7498,1.5346
13:52:30:945,0.4292,0.7534,1.5458
13:52:30:949,0.412,0.747,1.5514
13:52:30:953,0.4088,0.7498,1.5562
13:52:30:957,0.4008,0.7454,1.5554
13:52:30:960,0.4032,0.7502,1.5474
13:52:30:964,0.4072,0.7522,1.543
13:52:30:968,0.4212,0.7558,1.5346
13:52:30:972,0.4308,0.7602,1.5398
13:52:30:976,0.4392,0.7582,1.547
13:52:30:980,0.4416,0.7614,1.5594
13:52:30:984,0.4352,0.7562,1.5662
13:52:30:988,0.4296,0.7518,1.5694
13:52:30:992,0.4144,0.7506,1.5586
13:52:30:996,0.4044,0.751,1.5526
13:52:31:000,0.3964,0.7506,1.5338
13:52:31:003,0.396,0.7506,1.5242
13:52:31:007,0.4084,0.7526,1.5114
13:52:31:011,0.4208,0.753,1.5138
13:52:31:015,0.432,0.7546,1.519
13:52:31:019,0.438,0.7498,1.5266
13:52:31:023,0.4408,0.7486,1.5382
13:52:31:027,0.4408,0.7462,1.5482
13:52:31:031,0.4288,0.7418,1.5494
13:52:31:035,0.4204,0.741,1.5458
13:52:31:039,0.4072,0.7394,1.5334
13:52:31:042,0.4112,0.7414,1.5262
13:52:31:046,0.4092,0.7434,1.5146
13:52:31:050,0.4124,0.7458,1.5074
13:52:31:054,0.4168,0.7466,1.5138
13:52:31:058,0.4216,0.747,1.5218
13:52:31:062,0.4284,0.7466,1.5286
13:52:31:066,0.4336,0.7486,1.537
13:52:31:070,0.43,0.745,1.5418
13:52:31:074,0.432,0.7482,1.5426
13:52:31:078,0.4184,0.7454,1.5386
13:52:31:082,0.4184,0.749,1.5286
13:52:31:085,0.4112,0.7506,1.5234
13:52:31:089,0.4112,0.755,1.5134
13:52:31:093,0.4092,0.7566,1.5098
13:52:31:097,0.4172,0.7582,1.5166
13:52:31:101,0.4148,0.757,1.5246
13:52:31:105,0.4284,0.7574,1.5282
13:52:31:109,0.4228,0.751,1.5414
13:52:31:113,0.43,0.7458,1.5446
13:52:31:117,0.4268,0.7454,1.5426
13:52:31:121,0.4252,0.7462,1.539
13:52:31:125,0.418,0.7486,1.5326
13:52:31:128,0.4156,0.7502,1.5282
13:52:31:132,0.4136,0.7522,1.5186
13:52:31:136,0.4112,0.7534,1.5182
13:52:31:140,0.4096,0.749,1.515
13:52:31:144,0.4192,0.7442,1.5242
13:52:31:148,0.4184,0.7414,1.5278
13:52:31:152,0.4236,0.7362,1.5434
13:52:31:156,0.4284,0.735,1.5462
13:52:31:160,0.4284,0.7342,1.5474
13:52:31:164,0.4284,0.7354,1.5478
13:52:31:167,0.4204,0.7398,1.5414
13:52:31:171,0.4196,0.7414,1.5338
13:52:31:175,0.4204,0.7434,1.5246
13:52:31:179,0.4124,0.747,1.5178
13:52:31:183,0.4172,0.7466,1.515
13:52:31:187,0.4196,0.749,1.5186
13:52:31:191,0.4156,0.7486,1.529
13:52:31:195,0.42,0.7486,1.5378
13:52:31:199,0.4288,0.7462,1.5462
13:52:31:203,0.4248,0.7506,1.5518
13:52:31:207,0.426,0.7514,1.5454
13:52:31:210,0.4224,0.753,1.5402
13:52:31:214,0.42,0.7614,1.527
13:52:31:218,0.4128,0.7606,1.5202
13:52:31:222,0.4168,0.7678,1.4998
13:52:31:226,0.414,0.7634,1.507
13:52:31:230,0.416,0.765,1.499
13:52:31:234,0.4168,0.7594,1.5178
13:52:31:238,0.4136,0.7602,1.5226
13:52:31:242,0.4244,0.7614,1.5266
13:52:31:246,0.4212,0.7614,1.5366
13:52:31:250,0.4216,0.7634,1.5278
13:52:31:253,0.4192,0.7622,1.5322
13:52:31:257,0.4196,0.7666,1.517
13:52:31:261,0.4208,0.7602,1.5242
13:52:31:265,0.42,0.7634,1.5038
13:52:31:269,0.424,0.755,1.511
13:52:31:273,0.4196,0.7574,1.5134
13:52:31:277,0.4132,0.755,1.535
13:52:31:281,0.4244,0.7574,1.529
13:52:31:285,0.4152,0.751,1.5594
13:52:31:289,0.4124,0.7534,1.5494
13:52:31:292,0.4192,0.745,1.5666
13:52:31:296,0.4156,0.7466,1.5546
13:52:31:300,0.416,0.7458,1.5454
13:52:31:304,0.4168,0.7458,1.5402
13:52:31:308,0.4196,0.7462,1.5258
13:52:31:312,0.4264,0.7454,1.5254
13:52:31:316,0.4212,0.7478,1.5306
13:52:31:320,0.4292,0.7494,1.5298
13:52:31:324,0.4224,0.7506,1.5458
13:52:31:328,0.418,0.7526,1.5478
13:52:31:332,0.4172,0.7454,1.5494
13:52:31:335,0.4104,0.7462,1.5406
13:52:31:339,0.4152,0.7482,1.5298
13:52:31:343,0.4152,0.7486,1.5158
13:52:31:347,0.4176,0.749,1.4994
13:52:31:351,0.424,0.7534,1.4938
13:52:31:355,0.4252,0.7602,1.5026
13:52:31:359,0.4268,0.7614,1.4938
13:52:31:363,0.4244,0.7574,1.5106
13:52:31:367,0.4188,0.7562,1.5142
13:52:31:371,0.4164,0.7534,1.5094
13:52:31:375,0.414,0.7502,1.5074
13:52:31:378,0.4096,0.753,1.4966
13:52:31:382,0.4136,0.7502,1.4914
13:52:31:386,0.4084,0.753,1.4898
13:52:31:390,0.4148,0.7546,1.4986
13:52:31:394,0.4192,0.7518,1.5074
13:52:31:398,0.4272,0.7538,1.5294
13:52:31:402,0.4296,0.7518,1.5422
13:52:31:406,0.4264,0.7514,1.5482
13:52:31:410,0.4224,0.7466,1.5518
13:52:31:414,0.414,0.7434,1.5562
13:52:31:417,0.4172,0.7426,1.5506
13:52:31:421,0.414,0.7422,1.5514
13:52:31:425,0.4056,0.7422,1.5418
13:52:31:429,0.4132,0.7438,1.5422
13:52:31:433,0.4136,0.7462,1.5418
13:52:31:437,0.418,0.749,1.5442
13:52:31:441,0.4232,0.7478,1.5482
13:52:31:445,0.4256,0.7486,1.5458
13:52:31:449,0.424,0.7494,1.5498
13:52:31:453,0.422,0.7434,1.5454
13:52:31:457,0.42,0.7422,1.5374
13:52:31:460,0.4236,0.7402,1.531
13:52:31:464,0.422,0.7474,1.5214
13:52:31:468,0.416,0.747,1.5102
13:52:31:472,0.4148,0.7506,1.5018
13:52:31:476,0.4128,0.7526,1.4946
13:52:31:480,0.412,0.7574,1.4918
13:52:31:484,0.4168,0.7542,1.493
13:52:31:488,0.4196,0.7542,1.4942
13:52:31:492,0.4208,0.7514,1.505
13:52:31:496,0.422,0.7538,1.5098
13:52:31:500,0.4228,0.7546,1.513
13:52:31:503,0.4212,0.7554,1.5054
13:52:31:507,0.4188,0.7546,1.513
13:52:31:511,0.4152,0.7602,1.5182
13:52:31:515,0.418,0.7606,1.517
13:52:31:519,0.4132,0.7602,1.519
13:52:31:523,0.4156,0.757,1.5246
13:52:31:527,0.4188,0.7574,1.525
13:52:31:531,0.4196,0.7554,1.5266
13:52:31:535,0.4212,0.7506,1.5382
13:52:31:539,0.43,0.7602,1.543
13:52:31:542,0.424,0.7554,1.5514
13:52:31:546,0.4236,0.7558,1.5546
13:52:31:550,0.4224,0.7594,1.5534
13:52:31:554,0.42,0.7594,1.551
13:52:31:558,0.414,0.7594,1.5418
13:52:31:562,0.4156,0.7542,1.5346
13:52:31:566,0.4128,0.7566,1.5262
13:52:31:570,0.4148,0.7578,1.5222
13:52:31:574,0.4156,0.7574,1.5226
13:52:31:578,0.4196,0.755,1.523
13:52:31:582,0.4204,0.7566,1.5302
13:52:31:585,0.4208,0.7538,1.535
13:52:31:589,0.4204,0.7526,1.523
13:52:31:593,0.422,0.7546,1.5178
13:52:31:597,0.4224,0.7526,1.5086
13:52:31:601,0.4188,0.755,1.499
13:52:31:605,0.4128,0.7538,1.5042
13:52:31:609,0.4116,0.7518,1.5014
13:52:31:613,0.4112,0.7518,1.5162
13:52:31:617,0.416,0.7526,1.5158
13:52:31:621,0.4184,0.7502,1.5278
13:52:31:625,0.4244,0.7498,1.5338
13:52:31:628,0.4252,0.7534,1.5362
13:52:31:632,0.4212,0.751,1.5458
13:52:31:636,0.4196,0.7502,1.5494
13:52:31:640,0.4252,0.7486,1.5482
13:52:31:644,0.4208,0.7494,1.5594
13:52:31:648,0.4176,0.7462,1.5562
13:52:31:652,0.4184,0.7466,1.5638
13:52:31:656,0.4188,0.749,1.5682
13:52:31:660,0.4136,0.7502,1.5614
13:52:31:664,0.428,0.7518,1.5586
13:52:31:667,0.4224,0.759,1.5558
13:52:31:671,0.4196,0.7586,1.5518
13:52:31:675,0.4296,0.755,1.547
13:52:31:679,0.4168,0.7558,1.5458
13:52:31:683,0.4272,0.7526,1.5382
13:52:31:687,0.4252,0.7542,1.5338
13:52:31:691,0.4224,0.7558,1.521
13:52:31:695,0.4208,0.7554,1.523
13:52:31:699,0.4156,0.7578,1.5198
13:52:31:703,0.4192,0.7602,1.5154
13:52:31:707,0.4172,0.757,1.5266
13:52:31:710,0.4156,0.7574,1.521
13:52:31:714,0.4212,0.7546,1.517
13:52:31:718,0.4152,0.7542,1.5234
13:52:31:722,0.4152,0.7514,1.5202
13:52:31:726,0.4192,0.749,1.5238
13:52:31:730,0.4152,0.7546,1.5274
13:52:31:734,0.42,0.7518,1.5246
13:52:31:738,0.4156,0.7546,1.5322
13:52:31:742,0.4176,0.755,1.5246
13:52:31:746,0.4164,0.7526,1.533
13:52:31:750,0.418,0.7518,1.5254
13:52:31:753,0.4208,0.751,1.5346
13:52:31:757,0.4164,0.7502,1.5354
13:52:31:761,0.4192,0.7494,1.5426
13:52:31:765,0.422,0.749,1.5562
13:52:31:769,0.4216,0.753,1.5458
13:52:31:773,0.4244,0.7514,1.5526
13:52:31:777,0.4216,0.751,1.553
13:52:31:781,0.4224,0.7554,1.543
13:52:31:785,0.4168,0.7514,1.543
13:52:31:789,0.4136,0.7546,1.5282
13:52:31:792,0.4196,0.7494,1.5254
13:52:31:796,0.4164,0.7574,1.5346
13:52:31:800,0.4188,0.7498,1.5138
13:52:31:804,0.4248,0.757,1.5226
13:52:31:808,0.41,0.7534,1.5254
13:52:31:812,0.424,0.759,1.523
13:52:31:816,0.4224,0.757,1.5178
13:52:31:820,0.4232,0.761,1.5238
13:52:31:824,0.4204,0.7558,1.5262
13:52:31:828,0.4236,0.7554,1.5206
13:52:31:832,0.424,0.7526,1.535
13:52:31:835,0.4224,0.7474,1.531
13:52:31:839,0.42,0.7474,1.5346
13:52:31:843,0.4188,0.745,1.541
13:52:31:847,0.42,0.7434,1.537
13:52:31:851,0.4204,0.747,1.5418
13:52:31:855,0.4224,0.7454,1.5398
13:52:31:859,0.4224,0.7462,1.5494
13:52:31:863,0.4192,0.7458,1.5566
13:52:31:867,0.4232,0.7458,1.5642
13:52:31:871,0.4212,0.745,1.5602
13:52:31:875,0.4228,0.7394,1.561
13:52:31:878,0.4184,0.7418,1.5506
13:52:31:882,0.418,0.7398,1.5402
13:52:31:886,0.4224,0.7406,1.5266
13:52:31:890,0.4192,0.7442,1.5182
13:52:31:894,0.4168,0.747,1.5162
